name,category,nicotine_type,nicotine_min,nicotine_max,size_min,size_max,flavour,flavours_all_approved,flavours_count,disposable_keyword
hornet-flavored-rolling-paper-king-size-vanilla,Smoking,,,,,,,,,FALSE
hornet-rolling-paper-natural-unrefined-organic-rolls,Smoking,,,,,,,,,FALSE
hornet-organic-hemp-white-king-size-slim-rolling-paper-tips,Smoking,,,,,,,,,FALSE
hornet-organic-hemp-brown-rolling-papers-1-1-4-tips,Smoking,,,,,,,,,FALSE
hornet-organic-hemp-brown-king-size-slim-rolling-papers-tips,Smoking,,,,,,,,,FALSE
hornet-perforated-natural-cotton-slim-rolling-paper-tips,Smoking,,,,,,,,,FALSE
hornet-natural-pre-rolled-cones-king-size-3pks,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-1-1-4-pineapple,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-1-1-4-cognac,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-1-1-4-cola,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-1-1-4-mango,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-1-1-4-peach,Smoking,,,,,,,,,FALSE
hornet-flavored-rolling-paper-1-1-4-frambuesa,Smoking,,,,,,,,,FALSE
hornet-natural-pre-rolled-cones-king-size-6pks,Smoking,,,,,,,,,FALSE
honey-puff-extra-flavored-rolling-paper-1-1-4-strawberry,Smoking,,,,,,,,,FALSE
honey-puff-extra-flavored-rolling-paper-1-1-4-grape,Smoking,,,,,,,,,FALSE
honey-puff-extra-flavored-rolling-paper-1-1-4-blueberry,Smoking,,,,,,,,,FALSE
honey-puff-extra-flavored-rolling-paper-1-1-4-mango,Smoking,,,,,,,,,FALSE
honey-puff-extra-flavored-rolling-paper-1-1-4-watermelon,Smoking,,,,,,,,,FALSE
honey-puff-extra-flavored-rolling-paper-1-1-4-wild-cherry,Smoking,,,,,,,,,FALSE
honey-puff-organic-hemp-wrap-natural-4pk,Smoking,,,,,,,,,FALSE
honey-puff-organic-hemp-wraps-mango-4pk,Smoking,,,,,,,,,FALSE
honey-puff-organic-hemp-wraps-strawberry-4pk,Smoking,,,,,,,,,FALSE
honey-puff-organic-hemp-wrap-blueberry-4pk,Smoking,,,,,,,,,FALSE
honey-puff-organic-hemp-wrap-purple-grape-4pk,Smoking,,,,,,,,,FALSE
honey-puff-organic-hemp-wrap-juicy-pineapple-4pk,Smoking,,,,,,,,,FALSE
honey-puff-flavoured-hemp-wrap-honey-strawberry-2pk,Smoking,,,,,,,,,FALSE
honey-puff-natural-flavoured-hemp-wrap-honey-citrus-2pk,Smoking,,,,,,,,,FALSE
honey-puff-natural-flavoured-hemp-wrap-honey-organic-2pk,Smoking,,,,,,,,,FALSE
honey-puff-natural-flavoured-hemp-wrap-honey-blueberry-2pk,Smoking,,,,,,,,,FALSE
honey-puff-natural-flavoured-hemp-wrap-honey-mango-2pk,Smoking,,,,,,,,,FALSE
honey-puff-natural-flavoured-hemp-wrap-honey-spun-sugar-2pk,Smoking,,,,,,,,,FALSE
honey-puff-natural-flavoured-hemp-wrap-honey-grapeape-2pk,Smoking,,,,,,,,,FALSE
honey-puff-natural-flavoured-hemp-wrap-honey-green-apple-2pk,,,,,,,,,,FALSE
honey-puff-natural-flavoured-hemp-wraps-honey-cherry-pie-2pk,Smoking,,,,,,,,,FALSE
honey-puff-premium-rasta-rolling-filter-slim-tips,Smoking,,,,,,,,,FALSE
smok-rpm-85-100-replacement-pod,Vape Devices,,,,,,,,,FALSE
resinate-cleaning-solution-4oz,Smoking,,,,,,,,,FALSE
resinate-cleaning-solution-12oz,Smoking,,,,,,,,,FALSE
resinate-cleaning-solution-16oz,Smoking,,,,,,,,,FALSE
smok-novo-5-pod-kit,Vape Devices,,,,,,,,,FALSE
lawless-uneek-2-0-dry-herb-vaporizer,Heat Not Burn,,,,,,,,,FALSE
shisha-hookah-eg-45-1xhose-50cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-eg-46-1xhose-50cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-eg-49-1xhose-68cm,Hookahs,,,,,,,,,FALSE
square-acrylic-shisha-hookah-set-with-led-light-1xhose-combo-kit,Hookahs,,,,,,,,,FALSE
square-acrylic-shisha-hookah-set-with-led-light-1xhose-19cm,Hookahs,,,,,,,,,FALSE
smok-novo-2x-replacement-pod,Vape Devices,,,,2,2,,,,FALSE
smok-solus-2-replacement-pod,Vape Devices,,,,,,,,,FALSE
lawless-uneek-2-0-mouthtip,Heat Not Burn,,,,,,,,,FALSE
astro-mouthpiece-silicone-cover-3x,Heat Not Burn,,,,,,,,,FALSE
geekvape-b100-boost-pro-2-pod-kit,Vape Devices,,,,,,,,,FALSE
smok-propod-pod-kit,Vape Devices,,,,,,,,,FALSE
virginia-e-liquid,E-Liquids,Nicotine Concentration,3,6,120,120,Tobacco,TRUE,1,FALSE
smok-novo-5-replacement-pod,Vape Devices,,,,,,,,,FALSE
smok-morph-3-kit,Vape Devices,,,,,,,,,FALSE
smok-mag-solo-kit,Vape Devices,,,,,,,,,FALSE
voopoo-drag-4-kit,Vape Devices,,,,,,,,,FALSE
voopoo-grag-h80s-pod-mod-kit,Vape Devices,,,,,,,,,FALSE
voopoo-drag-m100s-kit,Vape Devices,,,,,,,,,FALSE
juicy-jay-s-hemp-wrap-enhanced-amarillo-2pk,Smoking,,,,,,,,,FALSE
juicy-jay-s-hemp-wrap-enhanced-eldorado-2pk,Smoking,,,,,,,,,FALSE
raw-classic-kingsize-tin,Smoking,,,,,,,,,FALSE
raw-classic-metal-ash-tray,Smoking,,,,,,,,,FALSE
geekvape-aegis-boost-pro-2-b100-replacement-pod,Vape Devices,,,,,,,,,FALSE
davinci-miqro-c,Heat Not Burn,,,,,,,,,FALSE
uwell-caliburn-ironfist-l-replacement-pod,Vape Devices,,,,,,,,,FALSE
vaporesso-zero-s-replacement-pod,Vape Devices,,,,,,,,,FALSE
geekvape-q-replacement-pod,Vape Devices,,,,,,,,,FALSE
puffco-proxy-vaporizer,Heat Not Burn,,,,,,,,,FALSE
puffco-proxy-3d-chamber,Heat Not Burn,,,,,,,,,FALSE
puffco-proxy-flower-bowl,Heat Not Burn,,,,,,,,,FALSE
puffco-proxy-wizard-black,Heat Not Burn,,,,,,,,,FALSE
puffco-peak-bowl-3-pack,Heat Not Burn,,,,,,,,,FALSE
puffco-peak-pro-glass,Heat Not Burn,,,,,,,,,FALSE
puffco-peak-pro-3d-chamber,Heat Not Burn,,,,,,,,,FALSE
puffco-peak-pro-ball-cap,Heat Not Burn,,,,,,,,,FALSE
puffco-peak-pro-vaporizer,Heat Not Burn,,,,,,,,,FALSE
ultra-bar-watermelon-apple-ice-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,,,"Watermelon, Apple, Ice",FALSE,3,TRUE
ultra-bar-green-grape-disposabe-vape,Vape Devices,Nicotine Concentration,19.95,19.95,,,"Green Grape, hint of ice",FALSE,2,TRUE
nz-digital-scale-ra-100-100-x-0-01g,Smoking,,,,,,,,,FALSE
nz-digital-scale-an-300-300-x-0-01g,Smoking,,,,,,,,,FALSE
nz-digital-scale-au-200-200-x-0-01g,Smoking,,,,,,,,,FALSE
nz-digital-scale-ca-300-300-x-0-01g,Smoking,,,,,,,,,FALSE
nz-digital-scale-cy-100-100-x-0-01g,Smoking,,,,,,,,,FALSE
nz-digital-scale-dt-100-100-x-0-01g,Smoking,,,,,,,,,FALSE
nz-digital-scale-lg-200-200-x-0-01g,Smoking,,,,,,,,,FALSE
nz-digital-scale-mm-100-100-x-0-01g,Smoking,,,,,,,,,FALSE
nz-digital-scale-tp-500-500-x-0-01g,Smoking,,,,,,,,,FALSE
nz-digital-scale-da-20-20-x-0-001g,Smoking,,,,,,,,,FALSE
nz-digital-scale-ke-500-500-x-0-01g,Smoking,,,,,,,,,FALSE
geekvape-m-replacement-coils,Vape Devices,,,,,,,,,FALSE
smok-rpm-c-replacement-pod,Vape Devices,,,,,,,,,FALSE
uwell-caliburn-a3s-replacement-pods,Vape Devices,,,,,,,,,FALSE
smok-ta-replacement-coils,Vape Devices,,,,,,,,,FALSE
uwell-caliburn-x-replacement-pods,Vape Devices,,,,,,,,,FALSE
uwell-crown-b-replacement-pods,Vape Devices,,,,,,,,,FALSE
shisha-glass-ss1-hookah-1xhose-66cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-ss2-1xhose-58cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-ss3-1xhose-52cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-ss4-1xhose-63cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-ss7-1xhose-30cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-ss8-1xhose-30cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-ss9-1xhose-34cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-ss10-1xhose-58cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-ss11-1xhose-55cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-ss5-1xhose-52cm,Hookahs,,,,,,,,,FALSE
shisha-hookah-ss6-1xhose-30cm,Hookahs,,,,,,,,,FALSE
blood-orange-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,22.8,30,30,"Blood Orange, Sweet Orange",FALSE,2,FALSE
mixed-grape-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,22.8,30,30,"Muscat Grape, Green Grape, White Grape",FALSE,3,FALSE
energy-sparkling-water-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,22.8,30,30,"Carbonic Water, Soda, Energy Water, Hint of Ice",FALSE,4,FALSE
feijoa-black-gooseberry-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,22.8,30,30,"Feijoa, Blackberry, Gooseberry",FALSE,3,FALSE
strawberry-blackberry-lemonade-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,22.8,30,30,"Strawberry, Blackberry, Raspberry, Lemon, Soda, Hint of Ice",FALSE,6,FALSE
ice-dragonfruit-strawberry-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,22.8,30,30,"Dragonfruit, Strawberry, Hint of Blackberry, Menthol",FALSE,4,FALSE
ice-cola-orange-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,22.8,30,30,"Sweet Orange, Cola, Soda, Ice",FALSE,4,FALSE
blackberry-cranberry-guava-nicotine-salt-e-liquid,E-Liquids,Nicotine Concentration,11.4,22.8,30,30,"Blackberry, Cranberry, Guava",FALSE,3,FALSE
smok-nord-c-replacement-pod,Vape Devices,,,,,,,,,FALSE
smok-nord-c-pod-kit,Brands,,,,,,,,,FALSE
nico-lychee-50g,Hookahs,,,,,,,,,FALSE
nico-1001-nights-50g,Hookahs,,,,,,,,,FALSE
nico-blueberry-mint-50g,Hookahs,,,,,,,,,FALSE
nico-double-apple-50g,Hookahs,,,,,,,,,FALSE
nico-icy-watermelon-50g,Hookahs,,,,,,,,,FALSE
nico-mint-50g,Hookahs,,,,,,,,,FALSE
luciano-mas-igneus-ancho-cigar,Smoking,,,,,,,,,FALSE
luciano-atl-black-gran-toro-cigar,Smoking,,,,,,,,,FALSE
luciano-fiat-lux-acumen-cigar,Smoking,,,,,,,,,FALSE
luciano-fiat-lux-intuition-cigar,Smoking,,,,,,,,,FALSE
luciano-atl-wise-blood-lonsdale-cigar,Smoking,,,,,,,,,FALSE
luciano-foreign-affair-rothschild-cigar,Smoking,,,,,,,,,FALSE
luciano-the-dreamer-toro-de-lux-cigar,Smoking,,,,,,,,,FALSE
luciano-the-dreamer-hermoso-no-4-cigar,Smoking,,,,,,,,,FALSE
luciano-maria-lucia-box-pressed,Smoking,,,,,,,,,FALSE
luciano-mas-igneus-excelente-cigar,Smoking,,,,,,,,,FALSE
luciano-the-sergeant-robusto-gordo-cigar,Smoking,,,,,,,,,FALSE
luciano-atl-wise-blood-robusto-cigar,Smoking,,,,,,,,,FALSE
luciano-foreign-affair-belicoso-cigar,Smoking,,,,,,,,,FALSE
luciano-the-dreamer-lancero-cigar,Smoking,,,,,,,,,FALSE
luciano-atl-magic-belicoso-cigar,Smoking,,,,,,,,,FALSE
hustler-cigar-by-king-woods-banana-2pk,Smoking,,,,,,,,,FALSE
hustler-cigar-by-king-woods-crema-rusa-2pk,Smoking,,,,,,,,,FALSE
hustler-cigar-by-king-woods-grape-2pk,Smoking,,,,,,,,,FALSE
hustler-cigar-by-king-woods-honey-2pk,Smoking,,,,,,,,,FALSE
hustler-cigar-by-king-woods-honey-berry-2pk,Smoking,,,,,,,,,FALSE
hustler-cigar-by-king-woods-honey-bourbon-2pk,Smoking,,,,,,,,,FALSE
hustler-cigar-by-king-woods-sweet-2pk,Smoking,,,,,,,,,FALSE
hustler-cigar-by-king-woods-vanilla-2pk,Smoking,,,,,,,,,FALSE
salty-pro-bar-lychee-ice-disposable-vape,Vape Devices,Nicotine Concentration,11.4,11.4,8,8,,,,TRUE
salty-pro-bar-mint-disposable-vape,Vape Devices,Nicotine Concentration,11.4,11.4,8,8,,,,FALSE
salty-pro-bar-cola-ice-disposable-vape,Vape Devices,Nicotine Concentration,11.4,11.4,8,8,,,,TRUE
salty-pro-bar-strawberry-peach-disposable-vape,Vape Devices,Nicotine Concentration,11.4,11.4,8,8,,,,FALSE
salty-pro-bar-aloe-vera-grape-disposable-vape,Vape Devices,Nicotine Concentration,11.4,11.4,8,8,,,,FALSE
cyclone-xtraslo-hyphy-2pk,Smoking,,,,,,,,,FALSE
cyclone-xtraslo-wolverine-2pk,Smoking,,,,,,,,,FALSE
juicy-hemp-wrap-enhanced-red-storm-2pk,Smoking,,,,,,,,,FALSE
smoka-flash-kit,Heat Not Burn,,,,,,,,,FALSE
vaporesso-xtank-replacement-pod,Vape Devices,,,,,,,,,FALSE
geekvape-wenax-k1-replacement-pod,Vape Devices,,,,,,,,,FALSE
geekvape-z-max-replacement-glass,Vape Devices,,,,,,,,,FALSE
voopoo-pnp-2-replacement-pod,Vape Devices,,,,,,,,,FALSE
voopoo-vinci-3-replacement-pod,Vape Devices,,,,,,,,,FALSE
voopoo-argus-replacement-pod,Vape Devices,,,,,,,,,FALSE
voopoo-vinci-v2-replacement-pod,Vape Devices,,,,,,,,,FALSE
voopoo-uforce-l-replacement-glass,Vape Devices,,,,,,,,,FALSE
backwoods-glass-storage-jar,Smoking,,,,,,,,,FALSE
backwoods-hemp-biodegradable-grinder,Smoking,,,,,,,,,FALSE
hornet-bob-smoking-glass-filter,Smoking,,,,,,,,,FALSE
hornet-cookie-biodegradable-grinder-40mm-2pcs,Smoking,,,,,,,,,FALSE
hornet-metal-rolling-machine-110mm,Smoking,,,,,,,,,FALSE
hornet-lady-pink-horn-shape-kingsize,Smoking,,,,,,,,,FALSE
hornet-hemp-flavor-cones-kingsize-110mm-ice-grape,Smoking,,,,,,,,,FALSE
hornet-hemp-flavor-cones-kingsize-110mm-ice-blueberry,Smoking,,,,,,,,,FALSE
hornet-hemp-flavor-cones-kingsize-110mm-ice-strawberry,Smoking,,,,,,,,,FALSE
snoop-dogg-g-pen-herbal-vaporizer,Heat Not Burn,,,,,,,,,FALSE
hornet-degradable-grinder-63mm-2pcs,Smoking,,,,,,,,,FALSE
mist-bar-replacement-pod,Vape Devices,Nicotine Concentration,19.95,19.95,,,,FALSE,1,FALSE
smoka-flash-dosing-capsule,Heat Not Burn,,,,,,,,,FALSE
smoka-flash-mouthpiece,Heat Not Burn,,,,,,,,,FALSE
storz-bickel-dosing-capsules-40pk,Heat Not Burn,,,,,,,,,FALSE
crafty-cooling-unit-mouthtip-1pc,Heat Not Burn,,,,,,,,,FALSE
elements-connoisseur-1-1-4-papers-tips-50-leaves,Smoking,,,,,,,,,FALSE
raw-classic-black-unrefined-tips-50-tips,Smoking,,,,,,,,,FALSE
piece-water-solution-12oz,Smoking,,,,,,,,,FALSE
vaporesso-luxe-xr-replacement-pod,Vape Devices,,,,,,,,,FALSE
smok-novo-master-pod-kit,Vape Devices,,,,,,,,,FALSE
smok-novo-master-box-pod-kit,Vape Devices,,,,,,,,,FALSE
kiwi-lighter-golden-music,Smoking,,,,,,,,,FALSE
kiwi-lighter-mr-snooker,Smoking,,,,,,,,,FALSE
kiwi-lighter-mr-bowling,Smoking,,,,,,,,,FALSE
kiwi-lighter-golden-shark,Smoking,,,,,,,,,FALSE
kiwi-lighter-mr-baseball,Smoking,,,,,,,,,FALSE
kiwi-lighter-mr-golf,Smoking,,,,,,,,,FALSE
smoka-zest-vaporizer,Heat Not Burn,,,,,,,,,FALSE
salty-prime-bar-pre-filled-pod-kit-banana-ice,Vape Devices,Nicotine Concentration,19.95,19.95,,,"Banana, hint of ice",FALSE,2,TRUE
salty-prime-bar-pre-filled-pod-kit-grape-peach-ice,Vape Devices,Nicotine Concentration,19.95,19.95,,,"Grape, Peach, hint of ice",FALSE,3,TRUE
salty-prime-bar-pre-filled-pod-kit-ice-grape,Vape Devices,Nicotine Concentration,19.95,19.95,,,"Grape, hint of ice",FALSE,2,TRUE
salty-prime-bar-pre-filled-pod-kit-ice-strawberry-guava,Vape Devices,Nicotine Concentration,19.95,19.95,,,"Strawberry, Guava, hint of ice",FALSE,3,TRUE
salty-prime-bar-pre-filled-pod-kit-watermelon-strawberry,Vape Devices,Nicotine Concentration,19.95,19.95,,,"Strawberry, Watermelon",TRUE,2,TRUE
davinci-iq2-iqc-ss-dosing-capsule-6pc,Heat Not Burn,,,,,,,,,FALSE
nico-grape-mint-50g,Hookahs,,,,,,,,,FALSE
nico-orange-mint-50g,Hookahs,,,,,,,,,FALSE
nico-pan-raas-50g,Hookahs,,,,,,,,,FALSE
al-fakher-zodiac-edition-aurora-50g,Hookahs,,,,,,"Cherry, Elderberry, Lime, Guava",FALSE,4,FALSE
al-fakher-zodiac-edition-perseus-50g,Hookahs,,,,,,"Lemon, Black Grape, Elderberry, hint of Ice",FALSE,4,FALSE
afzal-chief-commissioner-50g,Hookahs,,,,,,,,,FALSE
salty-stick-bar-strawberry-grape-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,8,8,"Grape, Strawberry, Berry, Ice",FALSE,4,TRUE
salty-stick-bar-watermelon-ice-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,8,8,"Watermelon, Mint",TRUE,2,TRUE
salty-stick-bar-sour-apple-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,8,8,Sour apple,FALSE,1,TRUE
salty-stick-bar-blueberry-raspberry-grape-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,8,8,"Blueberry, Raspberry, Grape",TRUE,3,TRUE
salty-stick-bar-ice-berry-lemonade-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,8,8,"Raspberry, Blackcurrant, Blackberry, Lemon, Soda, Ice",FALSE,6,TRUE
shisha-glass-hookah-mouthpiece-a1-100pcs,Hookahs,,,,,,,,,FALSE
shisha-glass-hookah-mouthpiece-a2-100pcs,Hookahs,,,,,,,,,FALSE
shisha-glass-hookah-mouthpiece-a3-100pcs,Hookahs,,,,,,,,,FALSE
shisha-glass-hookah-mouthpiece-a4-50pcs,Hookahs,,,,,,,,,FALSE
ultra-bar-battery-button-lock,Vape Devices,,,,,,,,,TRUE
smok-bulb-pyrex-glass-tube-11,Vape Devices,,,,,,,,,FALSE
dokha-plastic-storage-jar,Smoking,,,,,,,,,FALSE
uwell-caliburn-explorer-pod-kit,Vape Devices,,,,,,,,,FALSE
smoka-nug-titan-edition-vaporizer,Heat Not Burn,,,,,,,,,FALSE
smoka-nug-titan-edition-mouthpiece,Heat Not Burn,,,,,,,,,FALSE
tfn-lychee-peach-e-liquid,E-Liquids,Nicotine Concentration,0,6,120,120,"Lychee, Peach, Menthol",TRUE,3,FALSE
tfn-pineapple-lemon-e-liquid,E-Liquids,Nicotine Concentration,0,6,120,120,"Pineapple, Lemon, Menthol",TRUE,3,FALSE
tfn-sweet-berry-e-liquid,E-Liquids,Nicotine Concentration,0,6,120,120,Sweet Berries,FALSE,1,FALSE
tfn-sweet-cherry-e-liquid,E-Liquids,Nicotine Concentration,0,6,120,120,Cherry,TRUE,1,FALSE
tfn-sweet-mango-e-liquid,E-Liquids,Nicotine Concentration,0,6,120,120,sweet mango,FALSE,1,FALSE
ultra-bar-lanyard,Vape Devices,,,,,,,,,FALSE
smok-nord-gt-pod-kit,Vape Devices,,,,,,,,,FALSE
uwell-caliburn-g3-replacement-pod,Vape Devices,,,,,,,,,FALSE
shishaglass-mercury-hookah-bowl,Hookahs,,,,,,,,,FALSE
shishaglass-alpha-hookah-bowl,Hookahs,,,,,,,,,FALSE
shishaglass-ferris-hookah-bowl,Hookahs,,,,,,,,,FALSE
shishaglass-gloom-hookah-bowl,Hookahs,,,,,,,,,FALSE
shishaglass-thunder-hookah-bowl,Hookahs,,,,,,,,,FALSE
shishaglass-silicone-glass-hookah-bowl,Hookahs,,,,,,,,,FALSE
shishaglass-premium-ap1-hookah-hose,Hookahs,,,,,,,,,FALSE
shishaglass-premium-ap2-hookah-hose,Hookahs,,,,,,,,,FALSE
shishaglass-premium-ap3-hookah-hose,Hookahs,,,,,,,,,FALSE
shishaglass-premium-ap4-hookah-hose,Hookahs,,,,,,,,,FALSE
shishaglass-premium-ap5-hookah-hose,Hookahs,,,,,,,,,FALSE
shishaglass-cloud-hookah-bowl,Hookahs,,,,,,,,,FALSE
shishaglass-high-quality-aluminium-foil,Hookahs,,,,,,,,,FALSE
terea-purple-wave-carton,Heat Not Burn,,,,,,,,,FALSE
terea-blue-carton,Heat Not Burn,,,,,,,,,FALSE
terea-amber-carton,Heat Not Burn,,,,,,,,,FALSE
terea-yellow-carton,Heat Not Burn,,,,,,,,,FALSE
terea-sienna-carton,Heat Not Burn,,,,,,,,,FALSE
terea-green-carton,Heat Not Burn,,,,,,,,,FALSE
kiwi-lighter-solo-pipe-set,Smoking,,,,,,,,,FALSE
dokha-plastic-storage-jar-120ml,Smoking,,,,,,,,,FALSE
dokha-plastic-storage-jar-60ml,Smoking,,,,,,,,,FALSE
shishaglass-reusable-hookah-mouthpiece-with-lanyard,Hookahs,,,,,,,,,FALSE
uwell-caliburn-explorer-replacement-pod,Vape Devices,,,,,,,,,FALSE
smoka-zest-mouthpiece,Heat Not Burn,,,,,,,,,FALSE
metal-cone-mc3,Smoking,,,,,,,,,FALSE
metal-cone-mc2,Smoking,,,,,,,,,FALSE
salty-pro-bar-battery,Vape Devices,,,,,,,,,TRUE
salty-pulse-bar-watermelon-peach-ice-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,,,Watermelon Peach Ice,FALSE,1,TRUE
salty-pulse-bar-sweet-tobacco-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,,,Sweet Tobacco,FALSE,1,TRUE
salty-pulse-bar-sour-apple-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,,,Sour Apple,FALSE,1,TRUE
salty-pulse-bar-raspberry-lime-ice-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,,,Raspberry Lime Ice,FALSE,1,TRUE
salty-pulse-bar-ice-strawberry-disposable-vape,Vape Devices,Nicotine Concentration,19.95,19.95,,,Ice Strawberry,FALSE,1,TRUE
smoka-kush-2-0-vaporizer,Heat Not Burn,,,,,,,,,FALSE
smoka-kush-2-0-mouthpiece,Heat Not Burn,,,,,,,,,FALSE
smoka-kush-2-0-waterpipe-adaptor,Heat Not Burn,,,,,,,,,FALSE
smok-tech247-pod-kit,Vape Devices,,,,,,,,,FALSE
salty-stick-bar-replacement-pod,Vape Devices,Nicotine Salt Strength,20,20,,,,FALSE,1,TRUE
shisha-glass-union-argument-baseball-bat-hookah-77cm,Hookahs,,,,,,,,,FALSE
shisha-glass-ss18-pumpkin-hookah-33cm-with-led-light,Hookahs,,,,,,,,,FALSE
shisha-glass-ss19-skull-hookah-with-led-35cm,Hookahs,,,,,,,,,FALSE
nbt-g1-minimalist-grinder-50mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g2-window-grinder-63mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g3-engraving-grinder-63mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g4-drawer-grinder-63mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g5-solid-grinder-61mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g6-engraving-gradient-grinder-63mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g9-whirl-grinder-52mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g10-gradient-grinder-52mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g11-cravat-grinder-66mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g13-leaf-grinder-40mm-3pcs,Smoking,,,,,,,,,FALSE
nbt-g14-bubble-grinder-64mm-4pcs,Smoking,,,,,,,,,FALSE
venty-vaporizer,Heat Not Burn,,,,,,,,,FALSE
geekvape-n-replacement-pods,Vape Devices,,,,,,,,,FALSE
geekvape-aegis-nano-2-an-2-pod-kit,Vape Devices,,,,,,,,,FALSE
smok-tfv18-mini-tank,Vape Devices,,,,,,,,,FALSE
juicy-incense-orange,Smoking,,,,,,,,,FALSE
paper-pure-hemp-king-size,Smoking,,,,,,,,,FALSE
cyclone-xtraslo-stealth-2pk,Smoking,,,,,,,,,FALSE
raw-pre-rolled-cone-tips-perfecto,Smoking,,,,,,,,,FALSE
raw-classic-black-king-size-papers,Smoking,,,,,,,,,FALSE
raw-classic-king-size-papers,Smoking,,,,,,,,,FALSE
raw-organic-black-unrefined-king-size-slim-rolling-papers,Smoking,,,,,,,,,FALSE
raw-organic-black-unrefined-1-1-4-rolling-papers,Smoking,,,,,,,,,FALSE
ocb-premium-king-size-papers,Smoking,,,,,,,,,FALSE
nbt-fan-blade-pattern-grinder-62mm-2pcs,Smoking,,,,,,,,,FALSE
skull-glass-ash-tray,Smoking,,,,,,,,,FALSE
nbt-dice-grinder-50mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-aluminum-gold-coil-grinder-4pcs,Smoking,,,,,,,,,FALSE
square-glass-ash-tray,Smoking,,,,,,,,,FALSE
nbt-electric-metal-grinder,Smoking,,,,,,,,,FALSE
nbt-plastic-hamburger-grinder-55mm-3xparts,Smoking,,,,,,,,,FALSE
nbt-electric-grinder-50mm-2pcs,Smoking,,,,,,,,,FALSE
nbt-g7-pattern-grinder-40mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g8-colorful-grinder-50mm-4pcs,Smoking,,,,,,,,,FALSE
nbt-g12-magma-grinder-63mm-4pcs,Smoking,,,,,,,,,FALSE
jet-flame-kiwi-premium-lighter-jj2,Smoking,,,,,,,,,FALSE
geekvape-l200-aegis-legend-2-kit,Vape Devices,,,,,,,,,FALSE
rasta-jet-flame-torch-lighter,Smoking,,,,,,,,,FALSE
smok-nord-gt-replacement-pod,Vape Devices,,,,,,,,,FALSE
uwell-caliburn-g3-eco-pod-kit,Vape Devices,,,,,,,,,FALSE
venty-cooling-unit,Heat Not Burn,,,,,,,,,FALSE
venty-wear-and-tear-set,Heat Not Burn,,,,,,,,,FALSE
smok-novo-pro-pod-kit,Vape Devices,,,,,,,,,FALSE
vaporesso-armour-max-sub-ohm-kit,Vape Devices,,,,,,,,,FALSE
vaporesso-itank-2,Vape Devices,,,,,,,,,FALSE
salty-pro-bar-empty-replacement-pod,Vape Devices,,,,,,,,,FALSE
indian-god-lotion-spray,Smokeless,,,,,,,,,FALSE
al-fakher-zodiac-edition-double-apple-50g,Hookahs,,,,,,Red Apple Green Apple Anise,FALSE,1,FALSE
smok-m-replacement-coils,Vape Devices,,,,,,,,,FALSE
smok-tech247-replacement-pods,Vape Devices,,,,,,,,,FALSE
